	photo_cnt	photo_like_cnt	photo_like_max	photo_like_mean	photo_like_median	photo_month_mean	photo_repost_cnt	photo_repost_max	photo_repost_mean	photo_repost_median	photo_text	photo_text_len_cnt	photo_yer_mean	uid	vk_photo_ava_change_cnt	vk_photo_text_url_len_cnt	vk_photo_wall_ph_post_cnt
188	3	78	59	26.0	19.0	1.5	0	0	0.0	0.0	  	0.0	1.5	94493533	0	0	0
189	1	140	140	140.0	140.0	1.0	0	0	0.0	0.0		0.0	1.0	140832771	0	0	0
190														263306444.0			
191	109	2013	140	18.46788990825688	14.0	9.083333333333334	0	0	0.0	0.0	"                                            Я туда еще вернусь Классный вечер⚽🔥  FIFA FAN-ZONE😍   Все в твоих руках Еще раз с днем рождения и с выходом нового альбома, ltveveryday !!! Еще раз с днем рождения и с выходом нового альбома, ltveveryday !!! Еще раз с днем рождения и с выходом нового альбома, ltveveryday !!! Я солдат, недоношенный ребенок войны               Magic                         2-ой круг начался с победы)
Рассвет1-ДЮСШ Тотем  5:2              "	0.0	13.625	151632090	0	0	0
192	43	1018	45	23.674418604651162	23.0	4.777777777777778	0	0	0.0	0.0	                                          	0.0	8.6	116095342	0	0	0
193	20	278	32	13.9	11.0	2.0	0	0	0.0	0.0	                   	0.0	6.666666666666667	250810389	0	0	0
194														204976460.0			
195	483	2107	88	4.36231884057971	1.0	40.25	1	1	0.002070393374741201	0.0	"                                                                                                                                            ""Древо спокойствия""

- О, Учитель, в чём корни спокойствия? - спросил пытливый ученик.

- Корни Спокойствия — в безопасности. Если человеку не грозят смерть или болезни - он спокоен, - отвечал Мудрейший.

- О, Учитель, из чего состоит ствол Спокойствия? - спросил самый умный ученик.

- Ствол Спокойствия — это правильная картина мира, составленная из верных помыслов и лишённая страстей, - сказал Мудрейший.

- О, Учитель, а куда простираются ветви Спокойствия? — спросил любимый ученик.

- Ветви Спокойствия простираются к близким по духу людям, - ответил Учитель, - ибо живущие со Спокойствием обретают Спокойствие.

(Даосская притча)                                                                                                                                                                                                                                                                                                                                                  Шериф Рейнор    "	0.0	69.0	31809052	0	0	0
196	5	438	160	87.6	71.0	1.6666666666666667	0	0	0.0	0.0	    	0.0	1.6666666666666667	149624949	0	0	0
197	7	84	21	12.0	11.0	1.0	0	0	0.0	0.0	      	0.0	3.5	407410238	0	0	0
198	1577	8486	57	5.381103360811668	1.0	131.41666666666666	0	0	0.0	0.0	                                                                                                                                                                                        ⛰ 🍂                                                  My crew 🇬🇧🇬🇧🇬🇧 @ University of Oxford                                                         Монастырь, построенный на останках семьи Николая 2🇷🇺 @ Ганина Яма, Екатеринбург                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     	0.0	197.125	155453448	0	0	0
199														543276705.0			
200	25	1012	115	40.48	40.0	2.5	0	0	0.0	0.0	           Армия 2015   Фирменный магазин         Эта картинка уже стала историей моей страницы ВК) 	0.0	3.5714285714285716	185739598	0	0	0
201	78	3149	152	40.37179487179487	33.0	7.090909090909091	0	0	0.0	0.0	                                                                 ♡♡♡       Как же я скучала по этим временам 💘     	0.0	13.0	166028709	0	0	0
202	267	4081	108	15.284644194756554	10.0	22.25	6	2	0.02247191011235955	0.0	"   не верится, что это конец😭❤️ не верится, что это конец😭❤️ не верится, что это конец😭❤️ не верится, что это конец😭❤️ не верится, что это конец😭❤️ не верится, что это конец😭❤️ не верится, что это конец😭❤️ shine bright like a diamond ✨ shine bright like a diamond ✨ shine bright like a diamond ✨ ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎 ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎 ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎 ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎 ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎 ...поболтаем и выпьем кофе?
part 2 
За лучшим кофе и атмосферой в mr.coffee_okt , а ещё здесь очень вкусные сырники😋
Скачивай приложение UDS Game, вводи промокод xpru9484 и получи первые 100 баллов, которыми можно оплатить до 100% покупки😎  прогуляемся? прогуляемся? прогуляемся? прогуляемся? прогуляемся? прогуляемся? прогуляемся? Что ты за турист такой, если у тебя нет фотки рядом с МГУ? sis🔥 sis🔥 sis🔥 💔
by: super.photograph 💔
by: super.photograph 💔
by: super.photograph bond&co. bond&co. bond&co. bond&co. nаtural аs fuсk nаtural аs fuсk  girl аnd thе city  🌱 pre-отпуск прошёл отлично🌤
next destination: ✈️🌇 make it eye contact 
ph: kamaevailmira 🌿🌸
ph: kamaevailmira 
dress: oktiabrskaiaaliona 
hair: lena_kosichka 🌿🌸
ph: kamaevailmira 
dress: oktiabrskaiaaliona 
hair: lena_kosichka taste the feeling🔥  drink coffee and shake your coconuts 
w/ my crazy [id97601310|polinaschukina] drink coffee and shake your coconuts 
w/ my crazy [id97601310|polinaschukina]  yes, sir  pretty little liars pretty little liars salty air & windy hair salty air & windy hair 🌸 Люблю живые фотографии и ненавижу позировать-это все, что вам нужно обо мне знать❗️ Сменили профессию бариста на мастеров сварочного цеха.
Довольны. Сменили профессию бариста на мастеров сварочного цеха.
Довольны.  Похожи?🤔 Раз в полгода можно и сделать вид, что нам есть о чем поговорить🤓 Культурный вечер🏛 shining (и это не хайлайтер.) Никогда не думала, что за один год все может так сильно измениться. 
Я не узнаю сама себя, я не узнаю все происходящее вокруг меня. Где та Дана, которая живет по правилам и боится присесть на колодец на проспекте? Я наконец-то стала собой. Теперь я не боюсь совершать ошибки, показывать себя настоящую, делать то, что хочу, а не то, что «правильно». Жить моментом, да?)) Я научилась и поняла, в чем кайф от этого. Правил нет.  Мы устанавливаем их сами. Все это я слышала миллион раз, но именно в этом году прониклась смыслом и поняла. 
Ещё никогда я не чувствовала себя такой счастливой, как в этом году. Ещё никогда я не делала того, что делала в этом году. Ещё никогда я не была так благодарна за все, что со мной происходит. 
Я благодарна каждому, кто был со мной в 2017, каждой встрече и каждому новому знакомству. Вы все повлияли на меня и перевернули мою жизнь с ног на голову. Вы помогли мне раскрыться и найти себя. Спасибо, что были рядом и верили в меня. Мы прошли через многое и нам предстоит пройти ещё в разы больше, но теперь я знаю, чего хочу и знаю, как этого достичь. 
Все будет как? ХО РО ШО!!!
P.S. отмечать никого не буду, думаю, все и так все поняли:) Когда ты рассказываешь lenochka6_  очередной треш, а она тебя фоткает🤔 Эту встречу можно назвать судьбоносной.  2012 год. Моя первая тренировка. Разминка. Слова тренера: «Вон видишь Юля упражнение делает, подойди к ней, она тебе объяснит». Подхожу. Здороваюсь. И тут меня просто как током ударило «Мне кажется или мы знакомы? Такое чувство, что я тебя знаю уже очень давно..» Ещё долгое время после этого я пыталась вспомнить, где бы могли пересекаться, но со временем пришла к выводу, что, видимо, в прошлой жизни..❓ Такое ощущение появляется только тогда, когда это твой человек. Уже на тот момент я знала, мы вместе очень надолго.  Несколькими неделями позже. Кросс. Я бегаю со своим другом, единственным человеком, которого я знала, когда только пришла в акробатику. Бегать-лень. Идём пешком. Сзади подбегает кудрявая девочка с подружкой. «Вы почему это не бежите, я все ОМ расскажу». Она мне сразу не понравилась. Все свелось к тому, что мы друг друга буквально ненавидели, бесконечно ссорились и ругались, временами дело доходило даже до слез. «Это самый ужасный человек в моей жизни. Я никогда не буду дружить с ней». Никогда не говори «никогда». «Это самый лучший человек в моей жизни»,- говорю я сейчас.  Лишь маленькое недоразумение свело нас вместе раз и навсегда. Все события, которые происходили в моей жизни, все это было не зря, ведь, возможно, если бы не эти испытания временем, мы бы не были вместе.  Все, что ни делается, все-к лучшему. И это лучшее-вы, мои НАСТОЯЩИЕ друзья.  gn_yu_00  lenochka6_ Эту встречу можно назвать судьбоносной. 
2012 год. Моя первая тренировка. Разминка. Слова тренера: «Вон видишь Юля упражнение делает, подойди к ней, она тебе объяснит». Подхожу. Здороваюсь. И тут меня просто как током ударило «Мне кажется или мы знакомы? Такое чувство, что я тебя знаю уже очень давно..» Ещё долгое время после этого я пыталась вспомнить, где бы могли пересекаться, но со временем пришла к выводу, что, видимо, в прошлой жизни..❓ Такое ощущение появляется только тогда, когда это твой человек. Уже на тот момент я знала, мы вместе очень надолго. 
Несколькими неделями позже. Кросс. Я бегаю со своим другом, единственным человеком, которого я знала, когда только пришла в акробатику. Бегать-лень. Идём пешком. Сзади подбегает кудрявая девочка с подружкой. «Вы почему это не бежите, я все ОМ расскажу». Она мне сразу не понравилась. Все свелось к тому, что мы друг друга буквально ненавидели, бесконечно ссорились и ругались, временами дело доходило даже до слез. «Это самый ужасный человек в моей жизни. Я никогда не буду дружить с ней». Никогда не говори «никогда». «Это самый лучший человек в моей жизни»,- говорю я сейчас. 
Лишь маленькое недоразумение свело нас вместе раз и навсегда. Все события, которые происходили в моей жизни, все это было не зря, ведь, возможно, если бы не эти испытания временем, мы бы не были вместе. 
Все, что ни делается, все-к лучшему. И это лучшее-вы, мои НАСТОЯЩИЕ друзья. 
gn_yu_00 
lenochka6_ Греющий душу и сердце чай и разговор с alichka_773 - это ли не счастье?)  a little party never killed nobody a little party never killed nobody a little party never killed nobody a little party never killed nobody a little party never killed nobody  Вот так проводят свои каникулы ученики 2 гимназии:
кофе и прекрасная компания французских писателей🇫🇷
Но, на удивление, моя собственная жизнь будет ничуть не интересней «Жизни» Мопассана❓
#амыданасполиной 
#образцовыеученицы
#бедгерлз Как в старые добрые времена с polina.schukina, но все уже по-другому, да?)) #опятьзастарое #оничеобщаютсяеще
#возобновляемотношения
P.S. Найдите 1 отличие Как в старые добрые времена с polina.schukina, но все уже по-другому, да?)) #опятьзастарое #оничеобщаютсяеще
#возобновляемотношения
P.S. Найдите 1 отличие  babes Это любовь..💕 Мы с Бондом время зря не теряем, и даже в отпуске крутим педали🚲 reunited      We've got it!!!
#выпускной2гимназия2017  За секунду до..
#неслучайноефото С сестрой в школу как на праздник🙃 #сестраспаси #зачто #почемумнене27 Последние деньки лета с мистером 💩  summer is coming   Покоряю все новые и новые вершины🌄                                        Original: http://instagram.com/p/ZhLn2ljZtD/    Original: http://www.ljplus.ru/img4/g/e/geofoto/Dve-dorogi-2p.jpg Original: http://www.garantetour.ru/assets/images/photo/oae1.jpg          В аэропорту   Супер-модный зонтик. Ахаха   Милаш (4) Милаш (3) Милаш (2) Милаш (1) На пароме)                                                                   adidas адидас 1989 года!                              "	0.0	29.666666666666668	122226027	0	3	0
203	77	8728	303	113.35064935064935	101.0	6.416666666666667	0	0	0.0	0.0	                     Моя любовь💘                               проект икс                        	0.0	11.0	38932062	0	0	0
204	1	211	211	211.0	211.0	1.0	0	0	0.0	0.0		0.0	1.0	129838622	0	0	0
205														133222727.0			
206	10	696	78	69.6	74.0	1.4285714285714286	0	0	0.0	0.0	         	0.0	3.3333333333333335	133812558	0	0	0
207	22	209	41	9.5	7.5	2.2	0	0	0.0	0.0	                     	0.0	4.4	185306269	0	0	0
208	1	58	58	58.0	58.0	1.0	0	0	0.0	0.0		0.0	1.0	383794919	0	0	0
209	4	110	35	27.5	29.5	1.3333333333333333	0	0	0.0	0.0	   	0.0	1.0	139283208	0	0	0
210	244	5046	148	20.68032786885246	13.0	20.333333333333332	1	1	0.004098360655737705	0.0	                                                                                                                                                                                                                              лечу   поехалии       на нах на нах   ахмэд чебуратор      	0.0	27.11111111111111	140850883	0	0	0
211	50	3059	277	61.18	55.0	4.166666666666667	7	2	0.14	0.0	                                          моя первая учительница- Ольга Анатольевна мои одноклассники Соня, я и Рита  это моя мама, я и мой друг Матвей мой брат  мой брат на Урале	0.0	5.555555555555555	44307669	0	0	0
212	3	349	182	116.33333333333333	94.0	1.0	0	0	0.0	0.0	  С Новым годом🎅🎁🎄!	0.0	1.0	257942751	0	0	0
213	27	637	84	23.59259259259259	19.0	2.7	0	0	0.0	0.0	                          	0.0	5.4	298450132	0	0	0
214	14	135	32	9.642857142857142	7.5	2.8	0	0	0.0	0.0	             	0.0	4.666666666666667	135789604	0	0	0
215	20	775	70	38.75	38.0	2.2222222222222223	0	0	0.0	0.0	                   	0.0	6.666666666666667	451785554	0	0	0
216	1822	10589	228	5.811745334796926	0.0	151.83333333333334	3	1	0.001646542261251372	0.0	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       вот так я выгляжу на трене)                                                                                                             9 отряд!!!!!!!            Надюша=)))))))))                                                                                                                                                                                                                                        Аня, мой первый инструктор!                     	0.0	182.2	22326864	0	0	0
217	3	63	26	21.0	24.0	1.5	0	0	0.0	0.0	  	0.0	3.0	433401047	0	0	0
218	14	1310	193	93.57142857142857	85.5	2.0	0	0	0.0	0.0	             	0.0	4.666666666666667	28862742	0	0	0
219	17	265	32	15.588235294117647	14.0	1.8888888888888888	1	1	0.058823529411764705	0.0	                	0.0	5.666666666666667	520967997	0	0	0
220	2	67	34	33.5	33.5	1.0	0	0	0.0	0.0	 	0.0	2.0	141058265	0	0	0
221	40	4739	211	118.475	114.5	3.3333333333333335	0	0	0.0	0.0	                                     ~ Херсонес. Крым. Март 2016 	0.0	10.0	141504374	0	0	0
222	66	3015	115	45.68181818181818	46.0	5.5	0	0	0.0	0.0	                                 🍁☹️  💙 С Хеннимом 💙 Mission complete ✔️🔝 ВСЕХ ЛЮБЛЮ💕💖 💜 I'm gon' ball ‘til the day I fall.🖤➿ 💕 Слишком топ🔥💁🏾     🐱  Мамочка💕  💕 Последний день в Артеке😢 Опасный туротряд😎🔝 #артек 😍 💜 Nyan:3   Старею 😌 с др меня крч :3    🔥  	0.0	11.0	90260180	0	0	0
223	26	1013	127	38.96153846153846	28.5	2.6	0	0	0.0	0.0	"again and again   к чёрту нотариусов 

В Украине впервые в мире проведена электронная трансатлантическая сделка по продаже недвижимости с использованием смарт-контракта на блокчейне Etherеum. Квартиру в Киеве приобрел американский покупатель через децентрализованный маркетплейс недвижимости Propy (США), при этом продавец жилья территориально находился в Нью-Йорке.                      "	0.0	6.5	77353058	0	0	0
224	9	343	149	38.111111111111114	22.0	1.5	0	0	0.0	0.0	        	0.0	4.5	86389307	0	0	0
225	42	3253	526	77.45238095238095	64.0	3.5	0	0	0.0	0.0	                                    nobody knows the me that you do.     	0.0	10.5	347513509	0	0	0
226	1	1	1	1.0	1.0	1.0	0	0	0.0	0.0		0.0	1.0	148547274	0	0	0
227	68	1897	140	27.897058823529413	23.0	6.181818181818182	1	1	0.014705882352941176	0.0	                                                                   	0.0	11.333333333333334	187658284	0	0	0
228	47	255	78	5.425531914893617	3.0	5.222222222222222	0	0	0.0	0.0	"                                    Моя сканографика из приложения Сканограф
 Такую же сделать можно тут  : https://vk.com/app4179612          "	0.0	15.666666666666666	406593688	0	1	0
229														435807108.0			
230	5	324	147	64.8	42.0	1.0	0	0	0.0	0.0	  🍕 @ Venice, Italy  	0.0	1.6666666666666667	139187323	0	0	0
231	426	1811	74	4.251173708920188	2.0	35.5	0	0	0.0	0.0	                                                                                                                                                                                                                                                              Original: http://www.besmile.club/resources/img/000/000/269/img_26941_crop-768-360.jpg Original: http://www.oum.ru/upload/iblock/4cc/4cc7376fee90d757cb60b7dc89ba08a3.jpg                                                                                                                                                                          	0.0	53.25	160509885	0	2	0
232	1	51	51	51.0	51.0	1.0	0	0	0.0	0.0		0.0	1.0	209555929	0	0	0
233	278	2816	201	10.129496402877697	2.0	23.166666666666668	0	0	0.0	0.0	                                                                                                                                                                                                                                                                                     	0.0	34.75	187761553	0	0	0
234	2	167	89	83.5	83.5	1.0	0	0	0.0	0.0	 	0.0	1.0	187892096	0	0	0
235	3	166	57	55.333333333333336	55.0	1.5	1	1	0.3333333333333333	0.0	  	0.0	1.5	101077390	0	0	0
236	50	3550	132	71.0	71.0	4.545454545454546	0	0	0.0	0.0	"                              🙈🙈🙈    ☺😌🙈  Перед глазами, как-будто кометы сгорают столетия
Успей спеть, скорей!
Давай зажигаааать! Давай зажигааааать!
#ребеноксчастлив 🐰❤☀             "	0.0	8.333333333333334	118723614	0	0	0
237	2	228	147	114.0	114.0	1.0	0	0	0.0	0.0	 	0.0	1.0	136414191	0	0	0
238	4	143	46	35.75	37.5	1.3333333333333333	0	0	0.0	0.0	   	0.0	1.3333333333333333	137144223	0	0	0
239	72	2518	140	34.97222222222222	30.5	7.2	0	0	0.0	0.0	                                                                       	0.0	14.4	137407793	0	0	0
240	13	1471	169	113.15384615384616	100.0	1.625	0	0	0.0	0.0	            	0.0	2.6	140238179	0	0	0
241	6	321	168	53.5	18.5	3.0	0	0	0.0	0.0	     	0.0	1.5	140733997	0	0	0
242	75	2922	152	38.96	25.0	6.25	3	1	0.04	0.0	"                Repost from @ssolkhova @TopRankRepost #TopRankRepost Самая родная❤️😭 
17.10.16 @ Yekaterinburg, Sverdlovskaya Oblast', Russia       Вот и каникулы✨ Замечательный денёк😌☝🏼️🚲 
Отличного всем лета.❤️
А любимая @lavandasha  удачи тебе, не волнуйся, всё сдашь на отлично, я то знаю☺️❤️😉 ✊🏼 @ Екатеринбург Центр города              Лето😓 Это лето было супер👍🏼 Спасибо всем😌 Хорошего учебного года😂😇😎 Ещё бы пару месяцев отдыха😉😀 #Питер #Лондон #Турция #Екатеринбург ❤️                        #даааааденёк             "	0.0	9.375	145943151	0	0	0
243	6	195	45	32.5	30.0	1.2	0	0	0.0	0.0	     	0.0	1.5	147158599	0	0	0
244														152147510.0			
245	1	13	13	13.0	13.0	1.0	0	0	0.0	0.0		0.0	1.0	157432229	0	0	0
246	98	1221	139	12.459183673469388	6.0	8.909090909090908	0	0	0.0	0.0	                                                                                                 	0.0	16.333333333333332	165881207	0	0	0
247	16	751	230	46.9375	32.5	1.7777777777777777	0	0	0.0	0.0	               	0.0	5.333333333333333	166791104	0	0	0
248	1	37	37	37.0	37.0	1.0	0	0	0.0	0.0		0.0	1.0	167231504	0	0	0
249	14	607	74	43.357142857142854	35.5	2.0	0	0	0.0	0.0	   Приятный вечер с приятными людьми 🙈 Спасибо за годы, проведенные вместе, и удачи во взрослой жизни ❤️. 11Б 💪 😋😊 С ними хоть на край света поеду ❤️ Брат ❤️      	0.0	3.5	168123124	0	0	0
250	1	68	68	68.0	68.0	1.0	0	0	0.0	0.0		0.0	1.0	169289353	0	0	0
251														181590844.0			
252	1	8	8	8.0	8.0	1.0	0	0	0.0	0.0		0.0	1.0	182536732	0	0	0
253	8	354	72	44.25	56.5	1.3333333333333333	0	0	0.0	0.0	       	0.0	4.0	185524683	0	0	0
254	7	573	133	81.85714285714286	65.0	1.1666666666666667	1	1	0.14285714285714285	0.0	      	0.0	2.3333333333333335	189110619	0	0	0
255	78	1069	50	13.705128205128204	7.5	7.090909090909091	0	0	0.0	0.0	                                                                             	0.0	11.142857142857142	189127221	0	0	0
256	2	55	40	27.5	27.5	1.0	0	0	0.0	0.0	 	0.0	1.0	193476546	0	0	0
257	7	1236	332	176.57142857142858	169.0	1.75	1	1	0.14285714285714285	0.0	      	0.0	1.4	193827307	0	0	0
258	3	260	106	86.66666666666667	105.0	1.5	0	0	0.0	0.0	  	0.0	1.5	196868072	0	0	0
259	3	37	17	12.333333333333334	15.0	1.0	0	0	0.0	0.0	  	0.0	1.0	197982051	0	0	0
260	4	236	86	59.0	52.0	1.3333333333333333	0	0	0.0	0.0	   	0.0	2.0	198163381	0	0	0
261														198207452.0			
262	3	403	156	134.33333333333334	149.0	1.0	0	0	0.0	0.0	  	0.0	1.5	198295813	0	0	0
263	2	9	5	4.5	4.5	2.0	0	0	0.0	0.0	#vsco #vscocam #vscorussia #sochi #april #vsco #vscocam #vscorussia #sochi #april	40.0	2.0	207846804	0	0	0
264														211899258.0			
265	1	34	34	34.0	34.0	1.0	0	0	0.0	0.0		0.0	1.0	212001184	0	0	0
266														213600184.0			
267	18	167	16	9.277777777777779	11.0	2.5714285714285716	0	0	0.0	0.0	                 	0.0	9.0	215429252	0	0	0
268	4	182	61	45.5	44.5	1.0	0	0	0.0	0.0	   	0.0	2.0	217705274	0	0	0
269	1	5	5	5.0	5.0	1.0	0	0	0.0	0.0		0.0	1.0	218449665	0	0	0
270	20	908	94	45.4	41.0	1.8181818181818181	0	0	0.0	0.0	                   	0.0	4.0	218902688	0	0	0
271	18	31	4	1.7222222222222223	2.0	2.25	0	0	0.0	0.0	         щя загасим!        	0.0	4.5	219497485	0	0	0
272	2	27	23	13.5	13.5	1.0	0	0	0.0	0.0	 	0.0	1.0	223082657	0	0	0
273	18	1012	109	56.22222222222222	49.0	2.0	0	0	0.0	0.0	                 	0.0	6.0	223179742	0	0	0
274	2	35	24	17.5	17.5	1.0	0	0	0.0	0.0	 	0.0	1.0	230715610	0	0	0
275	3	247	96	82.33333333333333	82.0	1.0	0	0	0.0	0.0	  	0.0	1.5	232033279	0	0	0
276	1	50	50	50.0	50.0	1.0	0	0	0.0	0.0		0.0	1.0	235838327	0	0	0
277	5	152	46	30.4	27.0	1.0	0	0	0.0	0.0	    	0.0	1.25	237542879	0	0	0
278	3	185	92	61.666666666666664	55.0	1.0	0	0	0.0	0.0	  	0.0	1.5	239997544	0	0	0
279	5	109	34	21.8	18.0	1.0	0	0	0.0	0.0	    	0.0	1.6666666666666667	247671917	0	0	0
280	1	9	9	9.0	9.0	1.0	0	0	0.0	0.0		0.0	1.0	253030094	0	0	0
281	2	57	40	28.5	28.5	1.0	0	0	0.0	0.0	 	0.0	2.0	255587250	0	0	0
282	7	274	75	39.142857142857146	42.0	2.3333333333333335	0	0	0.0	0.0	      	0.0	3.5	259684159	0	0	0
283	4	76	22	19.0	18.0	2.0	0	0	0.0	0.0	   	0.0	4.0	261236455	0	0	0
284	2	39	38	19.5	19.5	1.0	0	0	0.0	0.0	 	0.0	1.0	265056772	0	0	0
285														266589347.0			
286														269598476.0			
287														274836942.0			
288	19	223	36	11.736842105263158	5.0	3.8	0	0	0.0	0.0	                  	0.0	6.333333333333333	293764965	0	0	0
289	29	1807	100	62.310344827586206	65.0	2.4166666666666665	0	0	0.0	0.0	                            	0.0	5.8	294637390	0	0	0
290	2	283	143	141.5	141.5	2.0	0	0	0.0	0.0	 	0.0	2.0	300815822	0	0	0
291	4	683	213	170.75	165.0	1.3333333333333333	1	1	0.25	0.0	   	0.0	1.3333333333333333	304134680	0	0	0
292	1	6	6	6.0	6.0	1.0	0	0	0.0	0.0		0.0	1.0	317138208	0	0	0
293	3	98	39	32.666666666666664	31.0	1.0	0	0	0.0	0.0	  	0.0	1.5	326882627	0	0	0
294	17	641	55	37.705882352941174	41.0	2.125	0	0	0.0	0.0	                	0.0	4.25	353145194	0	0	0
295	1	58	58	58.0	58.0	1.0	0	0	0.0	0.0		0.0	1.0	358895372	0	0	0
296	31	3976	240	128.25806451612902	131.0	2.8181818181818183	0	0	0.0	0.0	                              	0.0	6.2	41132649	0	0	0
297														417351362.0			
298	53	4154	132	78.37735849056604	83.0	4.818181818181818	3	1	0.05660377358490566	0.0	                                                    	0.0	10.6	42193711	0	0	0
299	2	16	9	8.0	8.0	1.0	0	0	0.0	0.0	 	0.0	1.0	446759129	0	0	0
300	1	6	6	6.0	6.0	1.0	0	0	0.0	0.0		0.0	1.0	465861568	0	0	0
301	1	6	6	6.0	6.0	1.0	0	0	0.0	0.0		0.0	1.0	498477284	0	0	0
302	10	97	32	9.7	5.0	2.0	0	0	0.0	0.0	 Задать мне вопрос или оставить мнение можно здесь : https://vk.com/app7132085#503848230 Задать мне вопрос или оставить мнение можно здесь : https://vk.com/app7132085#503848230 Задать мне вопрос или оставить мнение можно здесь : https://vk.com/app7132085#503848230 Задать мне вопрос или оставить мнение можно здесь : https://vk.com/app7132085#503848230 Задать мне вопрос или оставить мнение можно здесь : https://vk.com/app7132085#503848230    	43.5	3.3333333333333335	503848230	0	5	0
303														504712884.0			
304														506378583.0			
305	15	350	40	23.333333333333332	24.0	2.142857142857143	0	0	0.0	0.0	              	0.0	15.0	516142600	0	0	0
306	9	34	17	3.7777777777777777	1.0	9.0	0	0	0.0	0.0	        	0.0	9.0	559487192	0	0	0
307	1	4	4	4.0	4.0	1.0	0	0	0.0	0.0		0.0	1.0	559792885	0	0	0
308	1	8	8	8.0	8.0	1.0	0	0	0.0	0.0		0.0	1.0	559796134	0	0	0
309	2	10	7	5.0	5.0	2.0	0	0	0.0	0.0	 	0.0	2.0	560125926	0	0	0
310	3	16	8	5.333333333333333	5.0	1.5	0	0	0.0	0.0	  	0.0	3.0	560325568	0	0	0
311	20	98	12	4.9	5.0	2.2222222222222223	0	0	0.0	0.0	                   	0.0	5.0	61407777	0	0	0
312	8	362	108	45.25	39.0	1.6	3	3	0.375	0.0	       	0.0	4.0	67059405	0	0	0
313	8	496	91	62.0	61.5	1.1428571428571428	0	0	0.0	0.0	       	0.0	2.6666666666666665	89440001	0	0	0
314	3	165	88	55.0	48.0	1.0	0	0	0.0	0.0	  	0.0	1.5	90889234	0	0	0
315	17	525	103	30.88235294117647	18.0	2.4285714285714284	0	0	0.0	0.0	                	0.0	2.8333333333333335	91784646	0	0	0
316	15	1479	176	98.6	92.0	1.6666666666666667	0	0	0.0	0.0	              	0.0	3.0	229553210	0	0	0
317	64	427	39	6.671875	5.0	5.818181818181818	0	0	0.0	0.0	                                                               	0.0	12.8	173272144	0	0	0
318														67313918.0			
319	24	97	21	4.041666666666667	2.0	4.8	8	2	0.3333333333333333	0.0	                       	0.0	6.0	81398082	0	0	0
320	2	153	86	76.5	76.5	1.0	0	0	0.0	0.0	 	0.0	1.0	144381045	0	0	0
321														550026993.0			
322	22	1705	119	77.5	80.5	2.75	0	0	0.0	0.0	                     	0.0	5.5	285610454	0	0	0
323	14	481	61	34.357142857142854	33.0	2.0	0	0	0.0	0.0	       Дама на лыжах. Фото в цвете.     SEX-ATTACK 	0.0	2.8	124650897	0	0	0
324														196682518.0			
325	11	17	13	1.5454545454545454	0.0	5.5	0	0	0.0	0.0	          	0.0	5.5	176390700	0	0	0
326	22	365	40	16.59090909090909	13.0	2.75	0	0	0.0	0.0	                     	0.0	7.333333333333333	250802245	0	0	0
327	40	3176	183	79.4	90.5	4.444444444444445	0	0	0.0	0.0	                                       	0.0	8.0	163971608	0	0	0
328	2	9	8	4.5	4.5	1.0	0	0	0.0	0.0	 	0.0	1.0	172422809	0	0	0
329	9	283	63	31.444444444444443	27.0	1.5	0	0	0.0	0.0	        	0.0	3.0	195112633	0	0	0
330	4	456	153	114.0	107.5	1.0	0	0	0.0	0.0	   	0.0	2.0	197897492	0	0	0
331	9	1441	287	160.11111111111111	125.0	1.8	0	0	0.0	0.0	        	0.0	1.8	66818353	0	0	0
332	30	2485	133	82.83333333333333	92.5	2.5	3	1	0.1	0.0	                             	0.0	5.0	255143005	0	0	0
333	26	5966	3642	229.46153846153845	36.5	2.3636363636363638	0	0	0.0	0.0	                         	0.0	3.7142857142857144	180917498	0	0	0
